externalId,name,supplierSku,brand,manufacturer,unit,priceMinor,currency,quantityOnHand,category,sourceUrl,sourceUpdatedAt
amd-001,Структур 2 SC 75 г A1,,,GC,шт,,,Пломбировочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-002,Структур 2 SC 75 г A2,,,GC,шт,,,Пломбировочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-003,Структур 2 SC 75 г A3,,,GC,шт,,,Пломбировочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-004,Мерон порошок 35 г жидкость 15 мл,,,VOCO,набор,,,Цементы и стеклоиономеры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-005,Уфи Гель П 50 мл 50 мл кат 10+10+10 адг,,,VOCO,набор,,,Пломбировочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-006,Уфи Гель Хард 60 г 40 мл 20 мл комплект,,,VOCO,набор,,,Пломбировочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-007,Пломбировочные материалы,,,AMDgroup,шт,,,Пломбировочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-008,Бондинговая система стоматологическая,,,AMDgroup,шт,,,Адгезивы и праймеры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-009,Слепочная масса альгинатная,,,AMDgroup,уп,,,Слепочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-010,Слепочная масса A-силикон,,,AMDgroup,уп,,,Слепочные материалы,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-011,Цемент стоматологический,,,AMDgroup,шт,,,Цементы и стеклоиономеры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-012,Анестетик стоматологический,,,AMDgroup,уп,,,Анестезия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-013,Лечебный материал для корневых каналов,,,AMDgroup,шт,,,Эндодонтия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-014,Инструменты для эндодонтии,,,AMDgroup,уп,,,Эндодонтия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-015,Средство для аппарата Vector,,,AMDgroup,шт,,,Дезинфекция,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-016,Средство для аспирационных систем,,,AMDgroup,шт,,,Дезинфекция,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-017,Средство для обработки инструментов,,,AMDgroup,шт,,,Дезинфекция,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-018,Средство для обработки оттисков,,,AMDgroup,шт,,,Дезинфекция,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-019,Средство для обработки поверхностей,,,AMDgroup,шт,,,Дезинфекция,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-020,Инструменты LM,,,LM Dental,шт,,,Стоматологические инструменты,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-021,Зонд стоматологический,,,LM Dental,шт,,,Диагностика,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-022,Ручка для зеркала стоматологическая,,,LM Dental,шт,,,Диагностика,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-023,Кюреты стоматологические,,,LM Dental,шт,,,Пародонтология,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-024,Скейлеры стоматологические,,,LM Dental,шт,,,Пародонтология,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-025,Ретракторы стоматологические,,,LM Dental,шт,,,Терапия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-026,Штрипсы стоматологические,,,LM Dental,уп,,,Терапия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-027,Экскаваторы стоматологические,,,LM Dental,шт,,,Терапия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-028,Эмальевые ножи стоматологические,,,LM Dental,шт,,,Терапия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-029,Люксаторы стоматологические,,,LM Dental,шт,,,Хирургия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-030,Элеваторы стоматологические,,,LM Dental,шт,,,Хирургия,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-031,Алмазные боры бутоновидные,,,AMDgroup,шт,,,Боры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-032,Алмазные боры гренадовидные,,,AMDgroup,шт,,,Боры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-033,Алмазные боры грушевидные,,,AMDgroup,шт,,,Боры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-034,Алмазные боры конусовидные,,,AMDgroup,шт,,,Боры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-035,Алмазные боры пламевидные,,,AMDgroup,шт,,,Боры,https://amdgroup.kz/catalog/materialy_/,2026-07-17
amd-036,Порошок Air Flow,,,AMDgroup,уп,,,Профилактика,https://amdgroup.kz/catalog/materialy_/,2026-07-17
